"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Status","Mature","Language","URL"
"1","https://static-cdn.jtvnw.net/jtv_user_pictures/35b02a12-d516-499e-90f8-7899f136fa18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","riotgames","6881557020","124005","639375","55493","7358758","1099431","140876443","Partner","false","English","https://www.twitch.tv/riotgames"
"2","https://static-cdn.jtvnw.net/jtv_user_pictures/f65f290a-d37e-4c33-bc74-de6049eddf55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tfue","5561793255","123705","285644","44959","11537464","3213748","115358446","Partner","false","English","https://www.twitch.tv/tfue"
"3","https://static-cdn.jtvnw.net/jtv_user_pictures/b532ac95-4050-42cb-9d5d-9666a243654c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ow_esports","4829008335","83940","254493","57528","2407779","583849","107006778","Partner","false","English","https://www.twitch.tv/ow_esports"
"4","https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ESLCS","4046410380","518220","558083","7807","6807320","873906","113301339","Partner","false","English","https://www.twitch.tv/eslcs"
"5","https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","summit1g","3878960895","179265","75128","21637","6401532","618619","63336048","Partner","false","English","https://www.twitch.tv/summit1g"
"6","https://static-cdn.jtvnw.net/jtv_user_pictures/c754eebf-745b-4e0a-814a-10bcaecaabbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","shroud","3766627230","121605","201232","30973","11300789","2000233","110083050","Partner","false","English","https://www.twitch.tv/shroud"
"7","https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","xQc","3704779830","207855","81341","17823","12520525","960790","64429446","Partner","false","English","https://www.twitch.tv/xqc"
"8","https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Asmongold","3416780520","93705","263720","36462","3430784","630693","65636627","Partner","false","English","https://www.twitch.tv/asmongold"
"9","https://static-cdn.jtvnw.net/jtv_user_pictures/90d40495-f467-4911-9035-72d8d10a49c5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ninja","2877777705","68100","274505","42257","19258121","1953068","84007189","Partner","false","English","https://www.twitch.tv/ninja"
"10","https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gaules","2864206635","495165","139851","5783","4323475","472098","60942513","Partner","false","Portuguese","https://www.twitch.tv/gaules"
"11","https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sodapoppin","2523638610","96240","113049","26221","8966121","360249","48332466","Partner","false","English","https://www.twitch.tv/sodapoppin"
"12","https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GamesDoneQuick","2511646530","68250","219649","36800","2071075","230380","58860871","Partner","false","English","https://www.twitch.tv/gamesdonequick"
"13","https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LIRIK","2509686420","119040","89170","21082","2996817","209973","49899542","Partner","false","English","https://www.twitch.tv/lirik"
"14","https://static-cdn.jtvnw.net/jtv_user_pictures/b04e20be-6c0b-4379-b163-7f9a928e03f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NICKMERCS","2412139740","127215","88144","18960","6766464","1018492","44552109","Partner","false","English","https://www.twitch.tv/nickmercs"
"15","https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TimTheTatman","2332204020","110040","95700","21193","7612246","1010717","50378804","Partner","false","English","https://www.twitch.tv/timthetatman"
"16","https://static-cdn.jtvnw.net/jtv_user_pictures/1e642efd-cdd0-41a3-9ded-f10e9898bca1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dota2RuHub","2116071330","75210","211063","28135","924092","217693","57493795","Partner","false","Russian","https://www.twitch.tv/dota2ruhub"
"17","https://static-cdn.jtvnw.net/jtv_user_pictures/c5a2baa2-74ed-4b72-b047-8326572c9bfa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","handongsuk","2093956065","178125","44976","11755","656212","178646","37821930","Partner","false","Korean","https://www.twitch.tv/handongsuk"
"18","https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","loltyler1","2084987715","105270","89387","19805","5496662","827723","43379297","Partner","false","English","https://www.twitch.tv/loltyler1"
"19","https://static-cdn.jtvnw.net/jtv_user_pictures/7d354ef2-b2a8-4276-8c12-5be7f6301ae0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","hanryang1125","1908516270","174495","23137","10936","615973","95998","30309686","Partner","false","Korean","https://www.twitch.tv/hanryang1125"
"20","https://static-cdn.jtvnw.net/user-default-pictures-uv/215b7342-def9-11e9-9a66-784f43822e80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dakotaz","1902811515","147675","79966","12884","4637303","1015559","33889194","Partner","false","English","https://www.twitch.tv/dakotaz"
"21","https://static-cdn.jtvnw.net/jtv_user_pictures/446206f8-0acf-4090-8948-89c09794ccbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Riot_esports_Korea","1790988375","53760","140557","33314","1331675","253750","70481572","Partner","false","Korean","https://www.twitch.tv/riot_esports_korea"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alanzoka","1777130790","94215","69882","18862","8045394","887761","42305225","Partner","false","Portuguese","https://www.twitch.tv/alanzoka"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gotaga","1726149735","126705","157612","13622","4640276","563056","36329683","Partner","false","French","https://www.twitch.tv/gotaga"
"24","https://static-cdn.jtvnw.net/jtv_user_pictures/d3641cb0-3380-49cf-b50e-c2975b3533f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SolaryFortnite","1713736965","393990","175009","4349","2211789","551975","40138004","Partner","false","French","https://www.twitch.tv/solaryfortnite"
"25","https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CohhCarnage","1690528845","151035","43615","11192","1714648","140272","32771338","Partner","false","English","https://www.twitch.tv/cohhcarnage"
"26","https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Lord_Kebun","1684689165","143490","40164","11740","708949","313341","19120428","Partner","false","English","https://www.twitch.tv/lord_kebun"
"27","https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MontanaBlack88","1662787905","53565","181600","31041","5759101","769343","26667549","Partner","false","German","https://www.twitch.tv/montanablack88"
"28","https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MOONMOON","1659814680","134250","40673","12363","1183323","184173","19623107","Partner","false","English","https://www.twitch.tv/moonmoon"
"29","https://static-cdn.jtvnw.net/jtv_user_pictures/72a69c72-14b9-4be8-b8cb-802bc3e5f8ed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DrDisrespect","1624033110","74970","97540","21661","4450718","862434","46464024","Partner","false","English","https://www.twitch.tv/drdisrespect"
"30","https://static-cdn.jtvnw.net/jtv_user_pictures/3b6094ef-a538-42c9-ad59-25a0fe719ee2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Solary","1486669320","476565","32629","3119","688824","129207","40477959","Partner","false","French","https://www.twitch.tv/solary"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","forsen","1427829945","121575","46569","11743","1784606","199442","25248872","Partner","false","English","https://www.twitch.tv/forsen"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/8f89b1cc-4c97-4e2b-a6d8-b288f3963bc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Castro_1021","1399984995","88500","108599","15818","3716579","451658","22607930","Partner","false","English","https://www.twitch.tv/castro_1021"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/96c7735e-81d8-4799-b99a-f5fc0a09ea64-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PlayHearthstone","1398944115","80460","135243","17386","868451","132549","57311331","Partner","false","English","https://www.twitch.tv/playhearthstone"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/b8d29c69-1398-4641-9a62-39c2de7296b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","StarLadder_cs_en","1382653650","52950","329195","26111","944852","390441","36950160","Partner","false","English","https://www.twitch.tv/starladder_cs_en"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/saddummy-profile_image-925b92caa01026ae-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","saddummy","1332195255","193800","39189","6873","679348","188311","30618779","Partner","false","Korean","https://www.twitch.tv/saddummy"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/401068e0-820a-4d9f-9e7c-1e5563398458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","nl_Kripp","1330056060","133710","52924","9946","1519568","120347","22425422","Partner","false","English","https://www.twitch.tv/nl_kripp"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","BeyondTheSummit","1319520990","522375","116547","2525","1172951","124355","39141222","Partner","false","English","https://www.twitch.tv/beyondthesummit"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Fextralife","1292529390","103155","48467","12529","1600214","96417","430356036","Partner","false","English","https://www.twitch.tv/fextralife"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/8dbce7bb-bb6e-4a3b-8121-ff262b717c81-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","OgamingLoL","1291613940","506025","204491","2551","536281","93501","54600897","Partner","false","French","https://www.twitch.tv/ogaminglol"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/8d9d49f3-d744-495b-ba28-facc57dc9381-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lol_ambition","1261589100","137985","64189","9142","474959","254460","26772623","Partner","false","Korean","https://www.twitch.tv/lol_ambition"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/a6d8c949-cf8d-4e7a-9f92-b7c81002d499-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Vader","1243243275","168375","50421","7383","456694","289065","16242366","Partner","false","English","https://www.twitch.tv/vader"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/dbb514f1-469b-479e-b5ba-3ac0f09a2776-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","yapyap30","1197172725","132315","29241","9047","333939","74196","26588607","Partner","false","Korean","https://www.twitch.tv/yapyap30"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/yassuo-profile_image-cfd7ef046e50e94b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Yassuo","1179992370","97920","60568","12050","1997969","528923","33500189","Partner","false","English","https://www.twitch.tv/yassuo"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/a6af42bf-64db-42f6-9db6-88d3e85e4c34-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DrLupo","1154091900","161010","105810","7167","4396717","878029","43461658","Partner","false","English","https://www.twitch.tv/drlupo"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/thijs-profile_image-d1855265a6df68d1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Thijs","1133804880","122640","28869","9244","796420","133152","22072550","Partner","false","English","https://www.twitch.tv/thijs"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Symfuhny","1116999495","142620","45671","7831","4124272","1195697","26913357","Partner","false","English","https://www.twitch.tv/symfuhny"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/4a6fb75f-7184-4d73-9ed5-669bc15ebbe2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dota2ti","1105956510","7965","483530","138851","1328351","147846","17756875","Partner","false","English","https://www.twitch.tv/dota2ti"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AdmiralBahroo","1104351480","142635","54643","7742","843917","123411","13965981","Partner","false","English","https://www.twitch.tv/admiralbahroo"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/91e7b44f-d4e8-4121-a19c-e9266358a08a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Method","1078439925","49545","148350","21766","441327","227967","33652276","Partner","false","English","https://www.twitch.tv/method"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/07defa7b-6184-4d26-a1e8-71addd41caff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CSRuHub","1043258715","91110","172407","11450","580104","204148","36953949","Partner","false","Russian","https://www.twitch.tv/csruhub"